rank,combination,n_interior,total_knots,fitness,export_date
745,3_4_4_2_3,"[3, 4, 4, 2, 3]",22,3.27313789,2026-06-05T18:11:57.772
746,1_4_4_3_2,"[1, 4, 4, 3, 2]",20,3.27317239,2026-06-05T17:17:55.207
747,1_4_4_4_3,"[1, 4, 4, 4, 3]",22,3.27321757,2026-06-05T18:47:23.826
748,3_4_5_2_3,"[3, 4, 5, 2, 3]",23,3.27330936,2026-06-06T13:09:33.394
749,4_4_3_2_2,"[4, 4, 3, 2, 2]",21,3.27331068,2026-06-05T17:05:32.124
750,5_3_4_1_2,"[5, 3, 4, 1, 2]",21,3.27339798,2026-06-06T10:47:24.860
751,5_4_2_1_4,"[5, 4, 2, 1, 4]",22,3.27339848,2026-06-06T14:33:26.498
752,3_2_4_2_5,"[3, 2, 4, 2, 5]",22,3.2734626,2026-06-06T17:43:38.701
753,5_1_2_3_5,"[5, 1, 2, 3, 5]",22,3.27359674,2026-06-06T18:07:10.744
754,5_3_4_1_3,"[5, 3, 4, 1, 3]",22,3.27396077,2026-06-06T12:43:00.882
755,2_3_4_4_3,"[2, 3, 4, 4, 3]",22,3.27397383,2026-06-05T18:46:04.718
756,2_3_4_3_3,"[2, 3, 4, 3, 3]",21,3.27408212,2026-06-05T18:27:56.186
757,2_5_3_4_3,"[2, 5, 3, 4, 3]",23,3.2741857,2026-06-06T13:39:54.121
758,5_2_2_3_3,"[5, 2, 2, 3, 3]",21,3.27418737,2026-06-06T13:14:56.496
759,3_2_4_2_4,"[3, 2, 4, 2, 4]",21,3.27426137,2026-06-05T19:20:22.741
760,1_4_4_3_3,"[1, 4, 4, 3, 3]",21,3.27440408,2026-06-05T18:30:04.947
761,2_5_3_3_3,"[2, 5, 3, 3, 3]",22,3.27451417,2026-06-06T13:20:14.525
762,2_5_5_2_2,"[2, 5, 5, 2, 2]",22,3.27453452,2026-06-06T11:12:12.582
763,4_1_5_2_4,"[4, 1, 5, 2, 4]",22,3.27461574,2026-06-06T15:00:51.284
764,5_4_2_1_2,"[5, 4, 2, 1, 2]",20,3.27466687,2026-06-06T10:40:30.399
765,4_3_3_4_3,"[4, 3, 3, 4, 3]",23,3.27466723,2026-06-05T18:43:36.345
766,3_5_3_3_3,"[3, 5, 3, 3, 3]",23,3.27484909,2026-06-06T13:20:03.357
767,2_5_3_3_2,"[2, 5, 3, 3, 2]",21,3.27487807,2026-06-06T11:21:53.555
768,3_5_3_4_3,"[3, 5, 3, 4, 3]",24,3.27501136,2026-06-06T13:39:23.326
769,5_2_2_2_3,"[5, 2, 2, 2, 3]",20,3.27504961,2026-06-06T12:52:00.200
770,4_2_3_5_5,"[4, 2, 3, 5, 5]",25,3.27506496,2026-06-06T19:41:17.727
771,2_3_5_5_1,"[2, 3, 5, 5, 1]",22,3.27529168,2026-06-06T10:36:23.845
772,2_5_3_2_4,"[2, 5, 3, 2, 4]",22,3.27546926,2026-06-06T14:56:32.696
773,3_5_5_2_2,"[3, 5, 5, 2, 2]",23,3.27560995,2026-06-06T11:12:20.345
774,3_3_5_2_5,"[3, 3, 5, 2, 5]",24,3.27561742,2026-06-06T17:55:16.217
775,4_2_3_4_5,"[4, 2, 3, 4, 5]",24,3.27564679,2026-06-06T18:59:21.575
776,3_5_3_2_5,"[3, 5, 3, 2, 5]",24,3.27567105,2026-06-06T17:42:04.897
777,2_3_5_4_1,"[2, 3, 5, 4, 1]",21,3.275742,2026-06-06T10:01:19.976
778,4_3_3_3_2,"[4, 3, 3, 3, 2]",21,3.27583103,2026-06-05T17:19:03.790
779,5_3_2_4_2,"[5, 3, 2, 4, 2]",22,3.27585524,2026-06-06T11:35:53.556
780,4_2_3_5_4,"[4, 2, 3, 5, 4]",24,3.27639347,2026-06-06T16:08:12.099
781,3_3_4_2_4,"[3, 3, 4, 2, 4]",22,3.27658126,2026-06-05T19:24:20.488
782,5_2_2_2_2,"[5, 2, 2, 2, 2]",19,3.27659571,2026-06-06T10:55:20.853
783,1_4_5_5_1,"[1, 4, 5, 5, 1]",22,3.27721861,2026-06-06T10:36:40.044
784,5_2_3_1_5,"[5, 2, 3, 1, 5]",22,3.27738873,2026-06-06T16:59:34.224
785,2_5_4_2_1,"[2, 5, 4, 2, 1]",20,3.27748856,2026-06-06T09:21:04.208
786,1_4_5_4_1,"[1, 4, 5, 4, 1]",21,3.27767338,2026-06-06T10:04:24.980
787,5_2_2_3_2,"[5, 2, 2, 3, 2]",20,3.27778473,2026-06-06T11:12:24.924
788,2_4_4_5_1,"[2, 4, 4, 5, 1]",22,3.27787987,2026-06-06T10:33:30.749
789,2_5_4_2_2,"[2, 5, 4, 2, 2]",21,3.27790791,2026-06-06T11:06:14.732
790,4_3_5_2_2,"[4, 3, 5, 2, 2]",22,3.27804621,2026-06-06T11:10:49.531
791,3_4_3_4_2,"[3, 4, 3, 4, 2]",22,3.2782349,2026-06-05T17:35:16.776
792,2_4_4_4_1,"[2, 4, 4, 4, 1]",21,3.27858443,2026-06-05T16:43:19.633
793,5_4_1_1_4,"[5, 4, 1, 1, 4]",21,3.27875698,2026-06-06T14:31:27.210
794,4_5_3_2_1,"[4, 5, 3, 2, 1]",21,3.27876835,2026-06-06T09:21:49.205
795,5_3_2_3_3,"[5, 3, 2, 3, 3]",22,3.278818,2026-06-06T13:15:09.945
796,4_2_3_3_4,"[4, 2, 3, 3, 4]",22,3.27883348,2026-06-05T19:35:10.784
797,4_4_3_2_1,"[4, 4, 3, 2, 1]",20,3.27898714,2026-06-05T09:47:39.497
798,1_5_3_5_5,"[1, 5, 3, 5, 5]",25,3.27903841,2026-06-06T19:46:51.882
799,3_2_5_2_4,"[3, 2, 5, 2, 4]",22,3.27945589,2026-06-06T15:02:21.603
800,1_5_3_4_5,"[1, 5, 3, 4, 5]",24,3.27962156,2026-06-06T19:02:56.889
801,3_4_3_4_3,"[3, 4, 3, 4, 3]",23,3.2797882,2026-06-05T18:45:46.706
802,5_4_1_1_2,"[5, 4, 1, 1, 2]",19,3.27990287,2026-06-06T10:37:08.063
803,3_1_5_3_1,"[3, 1, 5, 3, 1]",19,3.28002725,2026-06-06T09:40:34.515
804,2_5_5_2_1,"[2, 5, 5, 2, 1]",21,3.28008695,2026-06-06T09:33:40.208
805,3_5_4_2_1,"[3, 5, 4, 2, 1]",21,3.28010798,2026-06-06T09:23:56.938
806,3_4_3_3_2,"[3, 4, 3, 3, 2]",21,3.28045869,2026-06-05T17:20:06.389
807,3_5_4_2_2,"[3, 5, 4, 2, 2]",22,3.28047248,2026-06-06T11:05:40.156
808,3_5_5_1_5,"[3, 5, 5, 1, 5]",25,3.28055419,2026-06-06T17:20:40.912
809,2_1_5_5_5,"[2, 1, 5, 5, 5]",24,3.28060959,2026-06-06T19:57:02.723
810,3_4_3_2_5,"[3, 4, 3, 2, 5]",23,3.28063103,2026-06-06T17:40:27.259
811,2_1_5_4_5,"[2, 1, 5, 4, 5]",23,3.28100102,2026-06-06T19:13:36.305
812,3_2_3_5_5,"[3, 2, 3, 5, 5]",24,3.28107301,2026-06-06T19:41:15.863
813,5_4_1_1_3,"[5, 4, 1, 1, 3]",20,3.2811652,2026-06-06T12:39:38.892
814,5_3_2_2_2,"[5, 3, 2, 2, 2]",20,3.28117427,2026-06-06T10:56:59.184
815,3_5_5_2_1,"[3, 5, 5, 2, 1]",22,3.28120701,2026-06-06T09:33:56.159
816,3_1_4_5_1,"[3, 1, 4, 5, 1]",20,3.28152265,2026-06-06T10:23:42.536
817,3_4_5_2_2,"[3, 4, 5, 2, 2]",22,3.28165007,2026-06-06T11:12:10.431
818,4_3_3_2_3,"[4, 3, 3, 2, 3]",21,3.28168278,2026-06-05T18:10:34.347
819,2_4_5_3_1,"[2, 4, 5, 3, 1]",21,3.2819396,2026-06-06T09:46:04.006
820,2_1_5_5_4,"[2, 1, 5, 5, 4]",23,3.28198015,2026-06-06T16:23:13.993
821,2_1_5_4_4,"[2, 1, 5, 4, 4]",22,3.28217722,2026-06-06T15:42:41.047
822,5_1_2_4_2,"[5, 1, 2, 4, 2]",20,3.28219345,2026-06-06T11:31:01.196
823,4_2_4_2_3,"[4, 2, 4, 2, 3]",21,3.28226406,2026-06-05T18:13:21.144
824,3_4_3_2_4,"[3, 4, 3, 2, 4]",22,3.28229243,2026-06-05T19:19:30.569
825,3_2_3_5_4,"[3, 2, 3, 5, 4]",23,3.28239028,2026-06-06T16:07:44.853
826,2_2_4_5_1,"[2, 2, 4, 5, 1]",20,3.28242323,2026-06-06T10:23:53.137
827,5_3_2_3_2,"[5, 3, 2, 3, 2]",21,3.28244721,2026-06-06T11:17:43.187
828,3_3_3_4_5,"[3, 3, 3, 4, 5]",24,3.28269698,2026-06-06T19:01:07.934
829,1_5_3_3_4,"[1, 5, 3, 3, 4]",22,3.28279888,2026-06-06T15:14:55.490
830,3_2_3_4_4,"[3, 2, 3, 4, 4]",22,3.28281339,2026-06-05T19:54:50.514
831,2_2_4_4_1,"[2, 2, 4, 4, 1]",19,3.28312651,2026-06-05T16:40:51.476
832,5_1_2_5_3,"[5, 1, 2, 5, 3]",22,3.28318743,2026-06-06T13:58:19.532
833,4_3_5_2_1,"[4, 3, 5, 2, 1]",21,3.28355516,2026-06-06T09:30:29.947
834,3_3_3_4_4,"[3, 3, 3, 4, 4]",23,3.28385374,2026-06-05T19:57:58.918
835,4_2_5_2_3,"[4, 2, 5, 2, 3]",22,3.28398003,2026-06-06T13:06:30.572
836,2_4_4_3_1,"[2, 4, 4, 3, 1]",20,3.28406524,2026-06-05T10:08:52.280
837,5_1_2_4_3,"[5, 1, 2, 4, 3]",21,3.28418943,2026-06-06T13:33:57.278
838,4_2_3_5_2,"[4, 2, 3, 5, 2]",22,3.2842431,2026-06-06T12:03:55.979
839,1_5_5_2_3,"[1, 5, 5, 2, 3]",22,3.28435412,2026-06-06T13:11:37.913
840,3_2_3_3_5,"[3, 2, 3, 3, 5]",22,3.28479459,2026-06-06T18:17:54.325
841,3_2_3_3_4,"[3, 2, 3, 3, 4]",21,3.28484365,2026-06-05T19:35:40.618
842,5_1_4_1_5,"[5, 1, 4, 1, 5]",22,3.28497218,2026-06-06T17:03:15.053
843,5_1_2_3_3,"[5, 1, 2, 3, 3]",20,3.28509947,2026-06-06T13:11:06.205
844,4_5_3_2_2,"[4, 5, 3, 2, 2]",22,3.28557082,2026-06-06T11:08:23.946
845,2_3_4_5_1,"[2, 3, 4, 5, 1]",21,3.28557103,2026-06-06T10:27:43.522
846,5_2_2_5_1,"[5, 2, 2, 5, 1]",21,3.28578765,2026-06-06T10:17:06.541
847,1_4_4_5_1,"[1, 4, 4, 5, 1]",21,3.28588554,2026-06-06T10:31:59.853
848,5_3_1_5_5,"[5, 3, 1, 5, 5]",25,3.28600565,2026-06-06T19:24:07.047
849,4_1_5_2_3,"[4, 1, 5, 2, 3]",21,3.28608353,2026-06-06T13:06:40.944
850,3_5_3_2_3,"[3, 5, 3, 2, 3]",22,3.28624666,2026-06-06T13:01:16.583
851,2_3_4_4_1,"[2, 3, 4, 4, 1]",20,3.28627589,2026-06-05T16:41:24.531
852,3_1_5_2_5,"[3, 1, 5, 2, 5]",22,3.28645238,2026-06-06T17:50:57.929
853,3_4_5_1_5,"[3, 4, 5, 1, 5]",24,3.2865197,2026-06-06T17:18:29.737
854,5_2_2_4_1,"[5, 2, 2, 4, 1]",20,3.28658525,2026-06-06T09:49:00.485
855,1_4_4_4_1,"[1, 4, 4, 4, 1]",20,3.2865896,2026-06-05T16:40:39.019
856,4_2_3_5_3,"[4, 2, 3, 5, 3]",23,3.28660271,2026-06-06T14:07:32.460
857,3_1_5_2_4,"[3, 1, 5, 2, 4]",21,3.28672772,2026-06-06T14:59:12.092
858,2_5_3_5_1,"[2, 5, 3, 5, 1]",22,3.28698408,2026-06-06T10:26:56.940
859,3_4_5_2_1,"[3, 4, 5, 2, 1]",21,3.2872947,2026-06-06T09:30:04.627
860,5_3_1_4_4,"[5, 3, 1, 4, 4]",23,3.2873134,2026-06-06T15:28:40.664
861,3_5_3_5_1,"[3, 5, 3, 5, 1]",23,3.28731678,2026-06-06T10:24:51.052
862,4_2_3_4_3,"[4, 2, 3, 4, 3]",22,3.28731949,2026-06-05T18:41:51.172
863,5_2_2_3_1,"[5, 2, 2, 3, 1]",19,3.28734751,2026-06-06T09:30:50.177
864,3_3_5_2_3,"[3, 3, 5, 2, 3]",22,3.28738505,2026-06-06T13:09:07.760
865,5_1_2_2_2,"[5, 1, 2, 2, 2]",18,3.28740571,2026-06-06T10:55:40.715
866,2_5_3_4_1,"[2, 5, 3, 4, 1]",21,3.28762373,2026-06-06T09:56:20.616
867,4_2_3_3_3,"[4, 2, 3, 3, 3]",21,3.28765412,2026-06-05T18:23:14.460
868,4_3_4_2_1,"[4, 3, 4, 2, 1]",20,3.28773331,2026-06-05T09:56:13.095
869,4_3_5_1_4,"[4, 3, 5, 1, 4]",23,3.28782697,2026-06-06T14:44:59.945
870,5_3_1_3_4,"[5, 3, 1, 3, 4]",22,3.28788806,2026-06-06T15:08:07.024
871,4_2_3_3_2,"[4, 2, 3, 3, 2]",20,3.28798562,2026-06-05T17:15:36.329
872,4_3_4_2_2,"[4, 3, 4, 2, 2]",21,3.28800179,2026-06-05T17:08:18.734
873,4_2_3_2_5,"[4, 2, 3, 2, 5]",22,3.28801052,2026-06-06T17:35:30.380
874,4_2_3_2_4,"[4, 2, 3, 2, 4]",21,3.28804603,2026-06-05T19:14:45.165
875,4_3_3_4_1,"[4, 3, 3, 4, 1]",21,3.28811585,2026-06-05T10:23:12.332
876,2_5_5_1_2,"[2, 5, 5, 1, 2]",21,3.28846476,2026-06-06T10:56:04.547
877,2_2_4_3_1,"[2, 2, 4, 3, 1]",18,3.28858765,2026-06-05T10:08:25.114
878,5_1_2_3_2,"[5, 1, 2, 3, 2]",19,3.28859674,2026-06-06T11:13:12.004
879,3_5_3_4_1,"[3, 5, 3, 4, 1]",22,3.28864964,2026-06-06T09:58:46.281
880,2_4_4_2_5,"[2, 4, 4, 2, 5]",23,3.28867175,2026-06-06T17:47:50.858
881,2_3_5_3_1,"[2, 3, 5, 3, 1]",20,3.2887378,2026-06-06T09:41:16.732
882,3_4_4_2_1,"[3, 4, 4, 2, 1]",20,3.28875927,2026-06-05T09:56:52.331
883,5_3_2_1_5,"[5, 3, 2, 1, 5]",22,3.28879693,2026-06-06T16:48:25.676
884,2_1_5_3_5,"[2, 1, 5, 3, 5]",22,3.28894173,2026-06-06T18:32:35.938
885,3_2_4_2_3,"[3, 2, 4, 2, 3]",20,3.28904681,2026-06-05T18:06:50.060
886,3_4_4_2_2,"[3, 4, 4, 2, 2]",21,3.28906249,2026-06-05T17:08:25.285
887,4_1_3_5_5,"[4, 1, 3, 5, 5]",24,3.28924562,2026-06-06T19:40:28.269
888,2_4_4_2_4,"[2, 4, 4, 2, 4]",22,3.2894873,2026-06-05T19:22:27.718
889,3_5_5_1_3,"[3, 5, 5, 1, 3]",23,3.28959399,2026-06-06T12:52:43.026
890,1_5_3_5_2,"[1, 5, 3, 5, 2]",22,3.28966367,2026-06-06T12:11:15.476
891,4_3_3_3_1,"[4, 3, 3, 3, 1]",20,3.28969653,2026-06-05T10:07:09.727
892,1_5_3_4_2,"[1, 5, 3, 4, 2]",21,3.28974686,2026-06-06T11:38:06.682
893,2_5_3_3_1,"[2, 5, 3, 3, 1]",20,3.28983146,2026-06-06T09:36:50.616
894,2_1_5_3_4,"[2, 1, 5, 3, 4]",21,3.28985346,2026-06-06T15:23:37.339
895,3_5_3_3_1,"[3, 5, 3, 3, 1]",21,3.29017751,2026-06-06T09:39:01.160
896,3_2_3_5_2,"[3, 2, 3, 5, 2]",21,3.29024992,2026-06-06T12:05:19.516
897,1_4_5_3_1,"[1, 4, 5, 3, 1]",20,3.29053088,2026-06-06T09:44:04.471
898,5_3_2_5_1,"[5, 3, 2, 5, 1]",22,3.29054315,2026-06-06T10:15:14.258
899,4_1_3_5_4,"[4, 1, 3, 5, 4]",23,3.29056695,2026-06-06T16:07:04.541
900,4_3_3_2_2,"[4, 3, 3, 2, 2]",20,3.29057649,2026-06-05T17:02:25.748
901,5_2_3_1_2,"[5, 2, 3, 1, 2]",19,3.29082459,2026-06-06T10:43:30.853
902,3_3_3_2_5,"[3, 3, 3, 2, 5]",22,3.29089039,2026-06-06T17:36:20.291
903,3_2_5_2_3,"[3, 2, 5, 2, 3]",21,3.29095426,2026-06-06T13:06:37.377
904,4_1_3_4_4,"[4, 1, 3, 4, 4]",22,3.29098843,2026-06-05T19:55:20.522
905,3_4_3_2_3,"[3, 4, 3, 2, 3]",21,3.29109108,2026-06-05T18:09:19.653
906,4_5_2_4_5,"[4, 5, 2, 4, 5]",26,3.29116387,2026-06-06T18:56:33.292
907,5_3_1_2_4,"[5, 3, 1, 2, 4]",21,3.29124495,2026-06-06T14:47:47.963
908,5_3_2_4_1,"[5, 3, 2, 4, 1]",21,3.2912516,2026-06-06T09:51:28.776
909,3_3_3_5_2,"[3, 3, 3, 5, 2]",22,3.29127983,2026-06-06T12:08:18.847
910,1_5_3_4_3,"[1, 5, 3, 4, 3]",22,3.29129187,2026-06-06T13:38:26.389
911,2_1_5_4_2,"[2, 1, 5, 4, 2]",20,3.29135253,2026-06-06T11:37:39.351
912,3_3_4_2_3,"[3, 3, 4, 2, 3]",21,3.2915563,2026-06-05T18:12:46.627
913,1_5_3_3_3,"[1, 5, 3, 3, 3]",21,3.29162455,2026-06-06T13:19:46.955
914,2_3_4_3_1,"[2, 3, 4, 3, 1]",19,3.29174149,2026-06-05T10:08:44.622
915,3_2_3_4_2,"[3, 2, 3, 4, 2]",20,3.29178667,2026-06-05T17:29:51.092
916,5_2_3_1_3,"[5, 2, 3, 1, 3]",20,3.29186069,2026-06-06T12:39:11.738
917,2_1_5_5_3,"[2, 1, 5, 5, 3]",22,3.29191944,2026-06-06T14:20:27.727
918,1_5_3_3_2,"[1, 5, 3, 3, 2]",20,3.29196406,2026-06-06T11:17:44.358
919,4_5_2_5_4,"[4, 5, 2, 5, 4]",26,3.2919904,2026-06-06T16:05:31.259
920,5_3_2_3_1,"[5, 3, 2, 3, 1]",20,3.29199255,2026-06-06T09:34:01.162
921,1_4_4_3_1,"[1, 4, 4, 3, 1]",19,3.29208349,2026-06-05T10:09:08.653
922,5_1_4_1_4,"[5, 1, 4, 1, 4]",21,3.29209647,2026-06-06T14:36:39.367
923,4_3_5_1_2,"[4, 3, 5, 1, 2]",21,3.29210908,2026-06-06T10:53:20.599
924,1_5_3_2_4,"[1, 5, 3, 2, 4]",21,3.2921935,2026-06-06T14:52:37.925
925,4_3_5_1_3,"[4, 3, 5, 1, 3]",22,3.29223476,2026-06-06T12:43:45.135
926,4_2_5_2_2,"[4, 2, 5, 2, 2]",21,3.29241408,2026-06-06T11:08:37.278
927,3_4_3_5_1,"[3, 4, 3, 5, 1]",22,3.29258195,2026-06-06T10:25:10.646
928,3_2_3_5_3,"[3, 2, 3, 5, 3]",22,3.29260888,2026-06-06T14:06:12.055
929,1_5_5_2_2,"[1, 5, 5, 2, 2]",21,3.29269034,2026-06-06T11:10:33.584
930,3_3_3_4_2,"[3, 3, 3, 4, 2]",21,3.29280222,2026-06-05T17:34:10.940
931,4_5_2_3_4,"[4, 5, 2, 3, 4]",24,3.29281588,2026-06-06T15:13:36.744
932,4_1_3_3_5,"[4, 1, 3, 3, 5]",22,3.29300991,2026-06-06T18:17:39.219
933,2_4_5_2_4,"[2, 4, 5, 2, 4]",23,3.29305238,2026-06-06T15:05:03.840
934,3_4_3_4_1,"[3, 4, 3, 4, 1]",21,3.29322561,2026-06-05T10:21:46.858
935,3_2_3_4_3,"[3, 2, 3, 4, 3]",21,3.29332692,2026-06-05T18:42:36.371
936,2_1_5_3_2,"[2, 1, 5, 3, 2]",19,3.29347583,2026-06-06T11:21:14.186
937,3_2_3_3_3,"[3, 2, 3, 3, 3]",20,3.29366282,2026-06-05T18:20:23.793
938,3_2_3_3_2,"[3, 2, 3, 3, 2]",19,3.29399106,2026-06-05T17:15:20.847
939,3_3_3_4_3,"[3, 3, 3, 4, 3]",22,3.29436213,2026-06-05T18:42:38.622
940,4_1_5_2_2,"[4, 1, 5, 2, 2]",20,3.29447228,2026-06-06T11:04:50.411
941,3_3_3_3_3,"[3, 3, 3, 3, 3]",21,3.29462903,2026-06-05T18:23:44.271
942,5_3_3_1_4,"[5, 3, 3, 1, 4]",22,3.29463355,2026-06-06T14:35:02.704
943,2_5_3_2_2,"[2, 5, 3, 2, 2]",20,3.29473128,2026-06-06T10:58:40.230
944,5_3_1_5_2,"[5, 3, 1, 5, 2]",22,3.29479821,2026-06-06T11:53:51.775
945,3_3_3_5_3,"[3, 3, 3, 5, 3]",23,3.29484607,2026-06-06T14:09:41.093
946,4_5_1_5_5,"[4, 5, 1, 5, 5]",26,3.29491061,2026-06-06T19:29:46.811
947,3_5_3_2_2,"[3, 5, 3, 2, 2]",21,3.2949179,2026-06-06T11:03:23.433
948,2_4_5_2_5,"[2, 4, 5, 2, 5]",24,3.29524972,2026-06-06T17:56:14.689
949,5_1_4_1_2,"[5, 1, 4, 1, 2]",19,3.29532802,2026-06-06T10:43:25.213
950,3_4_5_1_2,"[3, 4, 5, 1, 2]",21,3.29543246,2026-06-06T10:53:30.459
951,4_5_2_2_5,"[4, 5, 2, 2, 5]",24,3.29543646,2026-06-06T17:33:59.622
952,3_4_3_3_1,"[3, 4, 3, 3, 1]",20,3.29547021,2026-06-05T10:07:17.616
953,4_5_2_2_4,"[4, 5, 2, 2, 4]",23,3.29555189,2026-06-06T14:52:20.701
954,3_4_5_1_3,"[3, 4, 5, 1, 3]",22,3.2955541,2026-06-06T12:53:30.830
955,2_1_5_3_3,"[2, 1, 5, 3, 3]",20,3.29572235,2026-06-06T13:19:04.430
956,3_3_5_2_2,"[3, 3, 5, 2, 2]",21,3.29578329,2026-06-06T11:10:14.471
957,4_3_3_2_1,"[4, 3, 3, 2, 1]",19,3.29602119,2026-06-05T09:47:12.735
958,5_3_1_5_3,"[5, 3, 1, 5, 3]",23,3.29650378,2026-06-06T13:53:02.478
959,5_3_3_1_2,"[5, 3, 3, 1, 2]",20,3.29652533,2026-06-06T10:44:51.074
960,4_5_1_5_4,"[4, 5, 1, 5, 4]",25,3.29654689,2026-06-06T15:56:52.278
961,5_2_2_1_2,"[5, 2, 2, 1, 2]",18,3.29676011,2026-06-06T10:39:36.430
962,3_3_3_3_2,"[3, 3, 3, 3, 2]",20,3.29678202,2026-06-05T17:15:54.445
963,1_4_4_2_5,"[1, 4, 4, 2, 5]",22,3.29679673,2026-06-06T17:47:52.985
964,5_1_2_5_1,"[5, 1, 2, 5, 1]",20,3.29680395,2026-06-06T10:11:26.544
965,2_3_4_2_4,"[2, 3, 4, 2, 4]",21,3.29690044,2026-06-05T19:22:36.786
966,3_1_4_3_1,"[3, 1, 4, 3, 1]",18,3.29707249,2026-06-05T10:08:37.283
967,5_1_2_4_1,"[5, 1, 2, 4, 1]",19,3.29757818,2026-06-06T09:49:01.836
968,4_2_4_2_1,"[4, 2, 4, 2, 1]",19,3.29780902,2026-06-05T09:55:26.042
969,4_2_5_2_1,"[4, 2, 5, 2, 1]",20,3.29795395,2026-06-06T09:26:45.410
970,4_2_4_2_2,"[4, 2, 4, 2, 2]",20,3.29805097,2026-06-05T17:04:08.962
971,3_1_5_2_3,"[3, 1, 5, 2, 3]",20,3.2980561,2026-06-06T13:03:05.487
972,5_1_2_3_1,"[5, 1, 2, 3, 1]",18,3.29829241,2026-06-06T09:31:43.616
973,1_5_5_2_1,"[1, 5, 5, 2, 1]",20,3.29833989,2026-06-06T09:29:47.357
974,4_1_3_5_2,"[4, 1, 3, 5, 2]",21,3.29843194,2026-06-06T12:04:33.757
975,4_2_3_2_3,"[4, 2, 3, 2, 3]",20,3.29844342,2026-06-05T18:05:03.719
976,5_3_1_3_3,"[5, 3, 1, 3, 3]",21,3.29849079,2026-06-06T13:11:54.854
977,5_3_1_2_3,"[5, 3, 1, 2, 3]",20,3.29858756,2026-06-06T12:51:43.778
978,2_2_5_2_5,"[2, 2, 5, 2, 5]",22,3.29861826,2026-06-06T17:52:25.440
979,2_2_5_2_4,"[2, 2, 5, 2, 4]",21,3.29891433,2026-06-06T15:00:41.498
980,3_2_5_2_2,"[3, 2, 5, 2, 2]",20,3.29938091,2026-06-06T11:05:26.127
981,1_5_4_2_1,"[1, 5, 4, 2, 1]",19,3.29967948,2026-06-06T09:18:43.090
982,3_4_3_2_2,"[3, 4, 3, 2, 2]",20,3.29973498,2026-06-05T17:02:16.754
983,2_2_3_5_5,"[2, 2, 3, 5, 5]",23,3.29986708,2026-06-06T19:39:25.099
984,2_3_5_2_4,"[2, 3, 5, 2, 4]",22,3.29993446,2026-06-06T15:01:14.376
985,4_1_3_4_2,"[4, 1, 3, 4, 2]",20,3.29993875,2026-06-05T17:27:23.511
986,1_5_4_2_2,"[1, 5, 4, 2, 2]",20,3.29999596,2026-06-06T11:03:02.907
987,4_1_5_2_1,"[4, 1, 5, 2, 1]",19,3.30006257,2026-06-06T09:26:25.118
988,4_2_3_5_1,"[4, 2, 3, 5, 1]",21,3.30011218,2026-06-06T10:23:06.536
989,4_1_3_5_3,"[4, 1, 3, 5, 3]",22,3.30014839,2026-06-06T14:05:36.489
990,4_5_2_5_2,"[4, 5, 2, 5, 2]",24,3.30018318,2026-06-06T12:03:02.351
991,2_5_3_2_1,"[2, 5, 3, 2, 1]",19,3.30027496,2026-06-06T09:18:36.462
992,2_2_3_4_5,"[2, 2, 3, 4, 5]",22,3.30045421,2026-06-06T18:58:53.333
993,4_2_3_4_1,"[4, 2, 3, 4, 1]",20,3.30075661,2026-06-05T10:19:14.860
994,3_3_5_1_5,"[3, 3, 5, 1, 5]",23,3.3007957,2026-06-06T17:16:11.725
995,5_3_1_2_2,"[5, 3, 1, 2, 2]",19,3.30094368,2026-06-06T10:54:59.574
996,4_5_2_4_2,"[4, 5, 2, 4, 2]",23,3.30094386,2026-06-06T11:35:46.875
997,2_2_3_5_4,"[2, 2, 3, 5, 4]",22,3.30118703,2026-06-06T16:08:20.282
998,3_5_3_2_1,"[3, 5, 3, 2, 1]",20,3.30120726,2026-06-06T09:18:44.287
999,3_3_3_2_3,"[3, 3, 3, 2, 3]",20,3.30127023,2026-06-05T18:03:54.651
1000,5_3_1_3_2,"[5, 3, 1, 3, 2]",20,3.30149752,2026-06-06T11:11:03.104
1001,1_4_5_2_4,"[1, 4, 5, 2, 4]",22,3.30162098,2026-06-06T15:06:03.404
1002,4_1_3_3_3,"[4, 1, 3, 3, 3]",20,3.30181726,2026-06-05T18:19:33.898
1003,3_3_5_2_1,"[3, 3, 5, 2, 1]",20,3.30189051,2026-06-06T09:27:04.819
1004,4_5_2_5_3,"[4, 5, 2, 5, 3]",25,3.30191385,2026-06-06T14:04:06.748
1005,2_4_3_3_4,"[2, 4, 3, 3, 4]",22,3.30206601,2026-06-05T19:38:07.600
1006,4_2_5_1_4,"[4, 2, 5, 1, 4]",22,3.30210362,2026-06-06T14:42:48.900
1007,4_1_3_3_2,"[4, 1, 3, 3, 2]",19,3.30216358,2026-06-05T17:13:47.171
1008,1_5_5_1_4,"[1, 5, 5, 1, 4]",22,3.30216766,2026-06-06T14:47:25.495
1009,5_3_2_1_2,"[5, 3, 2, 1, 2]",19,3.30243645,2026-06-06T10:40:54.751
1010,1_5_3_2_3,"[1, 5, 3, 2, 3]",20,3.30261217,2026-06-06T12:55:49.669
1011,4_5_2_4_3,"[4, 5, 2, 4, 3]",24,3.30265345,2026-06-06T13:35:31.815
1012,4_5_1_3_5,"[4, 5, 1, 3, 5]",24,3.30289485,2026-06-06T18:05:20.773
